Num,Header,Shortcut,Subgenus,Genus,Genus2
2901,"LT898436.1 Porcine epidemic diarrhea virus isolate PEDV_ROMANIA_L01329-K25_15-01_2015 genome assembly, complete genome: monopartite",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2902,"LT898435.1 Porcine epidemic diarrhea virus isolate PEDV_ROMANIA_L01330-K25_15-02_2015 genome assembly, complete genome: monopartite",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2903,"LT898433.1 Porcine epidemic diarrhea virus isolate PEDV_AUSTRIA_L01063-M10_15-02_2015 genome assembly, complete genome: monopartite",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2904,"LT898432.1 Porcine epidemic diarrhea virus isolate PEDV_GER_L01011-K01_15-01_2015 genome assembly, complete genome: monopartite",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2905,"LT898431.1 Porcine epidemic diarrhea virus isolate PEDV_GER_L00918-K17_14-01_2014 genome assembly, complete genome: monopartite",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2906,"LT898427.1 Porcine epidemic diarrhea virus isolate PEDV_GER_L00927-K20_14-02_2014 genome assembly, complete genome: monopartite",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2907,"LT898426.1 Porcine epidemic diarrhea virus isolate PEDV_GER_L00857-K14_14-04_2014 genome assembly, complete genome: monopartite",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2908,"LT898425.1 Porcine epidemic diarrhea virus isolate PEDV_GER_L00998-K06_15-03_2015 genome assembly, complete genome: monopartite",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2909,"LT898423.1 Porcine epidemic diarrhea virus isolate PEDV_GER_L01012-K01_15-02_2015 genome assembly, complete genome: monopartite",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2910,"LT898421.1 Porcine epidemic diarrhea virus isolate PEDV_GER_L00919-K17_14-02_2014 genome assembly, complete genome: monopartite",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2911,"LT898420.1 Porcine epidemic diarrhea virus isolate PEDV_GER_L01014-K01_15-04_2015 genome assembly, complete genome: monopartite",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2912,"LT898417.1 Porcine epidemic diarrhea virus isolate PEDV_GER_L00855-K14_14-02_2014 genome assembly, complete genome: monopartite",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2913,"LT898416.1 Porcine epidemic diarrhea virus isolate PEDV_GER_L01017-K01_15-07_2015 genome assembly, complete genome: monopartite",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2914,"LT898415.1 Porcine epidemic diarrhea virus isolate PEDV_GER_L00926-K20_4-01_2014 genome assembly, complete genome: monopartite",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2915,"LT898414.1 Porcine epidemic diarrhea virus isolate PEDV_GER_L01060-K07_15-02_2015 genome assembly, complete genome: monopartite",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2916,"LT898413.1 Porcine epidemic diarrhea virus isolate PEDV_GER_L01020-K01_15-10_2015 genome assembly, complete genome: monopartite",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2917,"LT898412.1 Porcine epidemic diarrhea virus isolate PEDV_GER_L01019-K01_15-09_2015 genome assembly, complete genome: monopartite",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2918,"LT898409.1 Porcine epidemic diarrhea virus isolate PEDV_GER_L00999-K06_15-07_2015 genome assembly, complete genome: monopartite",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2919,"LT898408.1 Porcine epidemic diarrhea virus isolate PEDV_GER_L01013-K01_15-03_2015 genome assembly, complete genome: monopartite",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2920,"MH052689.1 Porcine epidemic diarrhea virus isolate KNU-1710, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2921,"MH052688.1 Porcine epidemic diarrhea virus isolate KNU-1709, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2922,"MH052687.1 Porcine epidemic diarrhea virus isolate KNU-1708, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2923,"MH052685.1 Porcine epidemic diarrhea virus isolate KNU-1706, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2924,"MH052684.1 Porcine epidemic diarrhea virus isolate KNU-1705, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2925,"MH052683.1 Porcine epidemic diarrhea virus isolate KNU-1704, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2926,"MH052682.1 Porcine epidemic diarrhea virus isolate KNU-1703, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2927,"MH052681.1 Porcine epidemic diarrhea virus isolate KNU-1702, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2928,"MG837012.1 Porcine epidemic diarrhea virus isolate CHN/SH-2016-4/2016, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2929,"MG837011.1 Porcine epidemic diarrhea virus isolate CHN/SH-2012-5/2012, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2930,"KY649107.1 Porcine epidemic diarrhea virus strain CH-HNKF-16, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2931,"MF462814.1 Porcine epidemic diarrhea virus strain CH/SXYL/2016, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2932,"MF737355.1 Porcine epidemic diarrhea virus isolate KUPE21, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2933,"KU558702.1 Porcine epidemic diarrhea virus isolate CO/P14/IC, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2934,"KU558701.1 Porcine epidemic diarrhea virus isolate ZJU/G2/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2935,"KY420075.1 Porcine epidemic diarrhea virus strain PEDV-SX, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2936,"MF346935.1 Porcine epidemic diarrhea virus isolate CH/JLDH/2016, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2937,"KX289955.1 Porcine epidemic diarrhea virus isolate HUN/5031/2016, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2938,"KY928065.1 Porcine epidemic diarrhea virus isolate CH_hubei_2016, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2939,"KY793536.1 Porcine epidemic diarrhea virus strain CH/GX/2015/750A, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2940,"KX812524.1 Porcine epidemic diarrhea virus isolate XM2-4, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2941,"KX812523.1 Porcine epidemic diarrhea virus isolate XM1-2, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2942,"KX580953.1 Porcine epidemic diarrhea virus strain KB2013-4, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2943,"KU975389.1 Porcine epidemic diarrhea virus strain CH/SCCD/2014, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2944,"KY070587.1 Porcine epidemic diarrhea virus isolate JSCZ1601, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2945,"KX066126.1 Porcine epidemic diarrhea virus strain BJ-2011-C, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2946,"KU847996.1 Porcine epidemic diarrhea virus strain ZL29, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2947,"KU664503.1 Porcine epidemic diarrhea virus isolate ZJU/G1/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2948,"KU982981.1 Porcine epidemic diarrhea virus strain PEDV/USA/Minnesota124/2015, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2949,"KU982979.1 Porcine epidemic diarrhea virus strain PEDV/USA/Minnesota131/2015, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2950,"KU982978.1 Porcine epidemic diarrhea virus strain PEDV/USA/Nebraska108/2015, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2951,"KU982977.1 Porcine epidemic diarrhea virus strain PEDV/USA/Texas132/2015, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2952,"KU982976.1 Porcine epidemic diarrhea virus strain PEDV/USA/Texas128/2015, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2953,"KU982975.1 Porcine epidemic diarrhea virus strain PEDV/USA/Missouri130/2015, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2954,"KU982972.1 Porcine epidemic diarrhea virus strain PEDV/USA/Minnesota129/2015, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2955,"KU982970.1 Porcine epidemic diarrhea virus strain PEDV/USA/NorthDakota93/2015, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2956,"KU982969.1 Porcine epidemic diarrhea virus strain PEDV/USA/Iowa127/2015, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2957,"KU982968.1 Porcine epidemic diarrhea virus strain PEDV/USA/Oklahoma133/2015, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2958,"KU982966.1 Porcine epidemic diarrhea virus strain PEDV/USA/Texas134/2015, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2959,"KU646831.1 Porcine epidemic diarrhea virus isolate AH2012/12, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2960,"KP641663.1 Porcine epidemic diarrhea virus strain OH9097-14, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2961,"KP641662.1 Porcine epidemic diarrhea virus strain OH8593-14, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2962,"KP641661.1 Porcine epidemic diarrhea virus strain OH10123-14, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2963,"LC063847.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: OKY-1/JPN/2014",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2964,"LC063846.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: MYZ-1/JPN/2013",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2965,"LC063845.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: KCH-2/JPN/2014",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2966,"LC063844.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: KCH-1/JPN/2014",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2967,"LC063843.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: IBR-8/JPN/2014",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2968,"LC063842.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: IBR-4/JPN/2014",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2969,"LC063841.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: IBR-3/JPN/2014",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2970,"LC063840.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: NIG-2/JPN/2014",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2971,"LC063838.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: MYG-1/JPN/2014",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2972,"LC063837.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: AOM-2/JPN/2014",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2973,"LC063833.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: AOM-3/JPN/2014",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2974,"LC063832.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: IBR-7/JPN/2014",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2975,"LC063831.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: IBR-6/JPN/2014",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2976,"LC063830.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: NIG-1/JPN/2014",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2977,"LC063829.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: GNM-2/JPN/2014",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2978,"LC063828.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: TTR-2/JPN/2014",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2979,"LC063823.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: GNM-1/JPN/2014",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2980,"LC063822.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: TTR-1/JPN/2014",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2981,"LC063821.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: IBR-2/JPN/2013",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2982,"LC063820.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: IBR-1/JPN/2013",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2983,"LC063819.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: IBR-5/JPN/2014",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2984,"LC063818.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: KMM-2/JPN/2014",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2985,"LC063816.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: OKN-2/JPN/2014",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2986,"LC063814.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: KGS-1/JPN/2013",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2987,"LC063812.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: EHM-1/JPN/2014",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2988,"LC063810.1 Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: AOM-1/JPN/2014",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2989,"KR818833.1 Porcine epidemic diarrhea virus strain JSHA2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2990,"KR818832.1 Porcine epidemic diarrhea virus strain XY2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2991,"KM089829.1 Porcine epidemic diarrhea virus strain GDS01, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2992,"KP688354.1 Porcine epidemic diarrhea virus strain Hawaii/39249/2014, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2993,"KR011756.1 Porcine epidemic diarrhea virus strain FR/001/2014, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2994,"KJ645707.1 Porcine epidemic diarrhea virus strain USA/Minnesota84/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2995,"KJ645706.1 Porcine epidemic diarrhea virus strain USA/Minnesota71/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2996,"KJ645705.1 Porcine epidemic diarrhea virus strain USA/Minnesota61/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2997,"KJ645704.1 Porcine epidemic diarrhea virus strain USA/Minnesota52/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2998,"KJ645703.1 Porcine epidemic diarrhea virus strain USA/Minnesota127/2014, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
2999,"KJ645700.1 Porcine epidemic diarrhea virus strain MEX/124/2014, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3000,"KJ645699.1 Porcine epidemic diarrhea virus strain USA/Ohio123/2014, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3001,"KJ645698.1 Porcine epidemic diarrhea virus strain USA/Ohio120/2014, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3002,"KJ645697.1 Porcine epidemic diarrhea virus strain USA/Texas128/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3003,"KJ645696.1 Porcine epidemic diarrhea virus strain USA/Iowa107/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3004,"KJ645693.1 Porcine epidemic diarrhea virus strain USA/Missouri102/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3005,"KJ645692.1 Porcine epidemic diarrhea virus strain USA/Missouri101/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3006,"KJ645691.1 Porcine epidemic diarrhea virus strain USA/Minnesota100/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3007,"KJ645688.1 Porcine epidemic diarrhea virus strain USA/Iowa96/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3008,"KJ645687.1 Porcine epidemic diarrhea virus strain USA/Minnesota95/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3009,"KJ645686.1 Porcine epidemic diarrhea virus strain USA/Minnesota94/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3010,"KJ645685.1 Porcine epidemic diarrhea virus strain USA/Missouri93/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3011,"KJ645684.1 Porcine epidemic diarrhea virus strain USA/Missouri92/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3012,"KJ645683.1 Porcine epidemic diarrhea virus strain USA/NorthCarolina91/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3013,"KJ645682.1 Porcine epidemic diarrhea virus strain USA/Minnesota90/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3014,"KJ645681.1 Porcine epidemic diarrhea virus strain USA/Minnesota89/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3015,"KJ645680.1 Porcine epidemic diarrhea virus strain USA/Illinois87/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3016,"KJ645679.1 Porcine epidemic diarrhea virus strain USA/Minnesota86/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3017,"KJ645677.1 Porcine epidemic diarrhea virus strain USA/Minnesota83/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3018,"KJ645676.1 Porcine epidemic diarrhea virus strain USA/Minnesota82/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3019,"KJ645675.1 Porcine epidemic diarrhea virus strain USA/Illinois81/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3020,"KJ645674.1 Porcine epidemic diarrhea virus strain USA/Minnesota79/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3021,"KJ645673.1 Porcine epidemic diarrhea virus strain USA/Minnesota78/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3022,"KJ645670.1 Porcine epidemic diarrhea virus strain USA/Ohio75/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3023,"KJ645669.1 Porcine epidemic diarrhea virus strain USA/Wisconsin74/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3024,"KJ645668.1 Porcine epidemic diarrhea virus strain USA/Minnesota73/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3025,"KJ645667.1 Porcine epidemic diarrhea virus strain USA/Minnesota72/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3026,"KJ645666.1 Porcine epidemic diarrhea virus strain USA/Iowa70/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3027,"KJ645665.1 Porcine epidemic diarrhea virus strain USA/Ohio69/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3028,"KJ645664.1 Porcine epidemic diarrhea virus strain USA/Ohio68/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3029,"KJ645662.1 Porcine epidemic diarrhea virus strain USA/NorthCarolina66/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3030,"KJ645660.1 Porcine epidemic diarrhea virus strain USA/Minnesota64/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3031,"KJ645659.1 Porcine epidemic diarrhea virus strain USA/Illinois63/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3032,"KJ645658.1 Porcine epidemic diarrhea virus strain USA/Minnesota62/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3033,"KJ645656.1 Porcine epidemic diarrhea virus strain USA/Minnesota59/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3034,"KJ645655.1 Porcine epidemic diarrhea virus strain USA/Minnesota58/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3035,"KJ645654.1 Porcine epidemic diarrhea virus strain USA/Tennesse56/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3036,"KJ645653.1 Porcine epidemic diarrhea virus strain USA/Wisconsin55/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3037,"KJ645652.1 Porcine epidemic diarrhea virus strain USA/Minnesota54/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3038,"KJ645651.1 Porcine epidemic diarrhea virus strain USA/Colorado47/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3039,"KJ645650.1 Porcine epidemic diarrhea virus strain USA/Kansas46/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3040,"KJ645648.1 Porcine epidemic diarrhea virus strain USA/Minnesota42/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3041,"KJ645647.1 Porcine epidemic diarrhea virus strain USA/Minnesota41/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3042,"KJ645646.1 Porcine epidemic diarrhea virus strain USA/NorthCarolina40/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3043,"KJ645644.1 Porcine epidemic diarrhea virus strain USA/Oklahoma38/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3044,"KJ645643.1 Porcine epidemic diarrhea virus strain USA/Kansas36/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3045,"KJ645642.1 Porcine epidemic diarrhea virus strain USA/Oklahoma35/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3046,"KJ645639.1 Porcine epidemic diarrhea virus strain USA/Texas31/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3047,"KJ645638.1 Porcine epidemic diarrhea virus strain USA/Colorado30/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3048,"KJ645636.1 Porcine epidemic diarrhea virus strain USA/Iowa28/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3049,"KJ645635.1 Porcine epidemic diarrhea virus strain USA/Indiana12.83/2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3050,"KP403802.1 Porcine epidemic diarrhea virus isolate HLJBY, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3051,"KP162057.1 Porcine epidemic diarrhea virus isolate SC1402, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3052,"KM887144.1 Porcine epidemic diarrhea virus isolate CHM2013, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3053,"KM052365.1 Porcine epidemic diarrhea virus strain NPL-PEDv/2013/p10.1, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3054,"KF650375.1 Porcine epidemic diarrhea virus isolate ISU13-22038-IA-passage9, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3055,"KF650374.1 Porcine epidemic diarrhea virus isolate ISU13-22038-IA-passage3, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3056,"KF650373.1 Porcine epidemic diarrhea virus isolate ISU13-22038-IA-homogenate, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3057,"KF650371.1 Porcine epidemic diarrhea virus isolate ISU13-19338E-IN-passage3, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3058,"KF650370.1 Porcine epidemic diarrhea virus isolate ISU13-19338E-IN-homogenate, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3059,"KF267450.1 Porcine epidemic diarrhea virus isolate 13-019349, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3060,"KC210147.1 Porcine epidemic diarrhea virus strain JS-HZ2012, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
3061,"KC210146.1 Porcine epidemic diarrhea virus strain JS2008, complete genome",pCoV-Diar,Pedacovirus,Alphacoronavirus,Alphacoronavirus
